"id","dzien","godz","tydzien","id_grupy_grup","id_sale","id_wykladowcy","id_zajecia"
"528","Pt","14:30-15:15","n","48","10","937","13"
"529","Pt","14:30-15:15","p","48","2","913","4"
"530","Pon","15:15-16:00","p","49","58","371","3"
"531","Wt","15:15-16:00","n","46","73","210","13"
"532","Wt","15:15-16:00","p","46","73","211","13"
"533","Czw","15:15-16:00","n","48","13","894","8"
"534","Pt","15:15-16:00","n","48","10","937","13"
"535","Pt","15:15-16:00","p","48","2","913","4"
"536","Wt","16:15-17:00","n","46","73","210","13"
"537","Wt","16:15-17:00","p","46","73","211","13"
"538","Czw","16:15-17:00","n","48","13","898","5"
"539","Czw","16:15-17:00","p","48","13","899","5"
"540","Czw","17:00-17:45","n","48","13","898","5"
"541","Czw","17:00-17:45","p","48","13","899","5"
"542","Pon"," 7:30- 8:15","p","52","96","938","15"
"543","Wt"," 7:30- 8:15","n","53","97","130","15"
"544","Wt"," 7:30- 8:15","p","54","13","939","15"
"545","Sr"," 7:30- 8:15","n","55","11","940","6"
"546","Sr"," 7:30- 8:15","p","55","11","941","6"
"547","Pon"," 8:15- 9:00","p","52","96","938","15"
"548","Wt"," 8:15- 9:00","n","53","97","130","15"
"549","Wt"," 8:15- 9:00","p","54","13","939","15"
"550","Sr"," 8:15- 9:00","n","55","11","940","6"
"551","Sr"," 8:15- 9:00","p","55","11","941","6"
"552","Pon"," 9:15-10:00","n","56","102","82","16"
"553","Pon"," 9:15-10:00","p","56","102","83","16"
"554","Pon"," 9:15-10:00","p","52","98","942","17"
"555","Wt"," 9:15-10:00","n","56","93","226","18"
"556","Wt"," 9:15-10:00","p","56","93","227","18"
"557","Sr"," 9:15-10:00","n","55","11","943","6"
"558","Sr"," 9:15-10:00","p","55","11","944","6"
"559","Pt"," 9:15-10:00","n","54","13","945","17"
"560","Pt"," 9:15-10:00","p","54","13","946","18"
"561","Pon","10:00-10:45","n","56","102","82","16"
"562","Pon","10:00-10:45","p","56","102","83","16"
"563","Pon","10:00-10:45","p","52","98","942","17"
"564","Wt","10:00-10:45","n","56","93","226","18"
"565","Wt","10:00-10:45","p","56","93","227","18"
"566","Sr","10:00-10:45","n","55","11","943","6"
"567","Sr","10:00-10:45","p","55","11","944","6"
"568","Pt","10:00-10:45","n","54","13","945","17"
"569","Pt","10:00-10:45","p","54","13","946","18"
"570","Pon","11:00-11:45","n","56","102","82","16"
"571","Pon","11:00-11:45","p","56","102","83","16"
"572","Sr","11:00-11:45","n","55","11","947","6"
"573","Sr","11:00-11:45","p","55","11","948","6"
"574","Czw","11:00-11:45","n","53","93","78","17"
"575","Czw","11:00-11:45","p","57","4","455","19"
"576","Pt","11:00-11:45","n","55","11","943","6"
"577","Pt","11:00-11:45","p","55","11","944","6"
"578","Pon","11:45-12:30","n","54","12","949","16"
"579","Sr","11:45-12:30","n","55","11","947","6"
"580","Sr","11:45-12:30","p","55","11","948","6"
"581","Czw","11:45-12:30","n","53","93","78","17"
"582","Czw","11:45-12:30","p","57","4","455","19"
"583","Pt","11:45-12:30","n","55","11","943","6"
"584","Pt","11:45-12:30","p","55","11","944","6"
"585","Pon","12:45-13:30","n","54","12","949","16"
"586","Pon","12:45-13:30","p","54","8","950","20"
"587","Sr","12:45-13:30","n","58","99","94","21"
"588","Czw","12:45-13:30","n","54","2","951","19"
"589","Pt","12:45-13:30","n","55","11","947","6"
"590","Pt","12:45-13:30","p","55","11","948","6"
"591","Pon","13:30-14:15","n","54","12","949","16"
"592","Pon","13:30-14:15","p","54","8","950","20"
"593","Sr","13:30-14:15","n","58","99","94","21"
"594","Czw","13:30-14:15","n","54","2","951","19"
"595","Pt","13:30-14:15","n","55","11","947","6"
"596","Pt","13:30-14:15","p","55","11","948","6"
"597","Pon","14:30-15:15","n","57","100","82","16"
"598","Pon","14:30-15:15","p","57","9","269","20"
"599","Wt","14:30-15:15","p","54","13","952","22"
"600","Sr","14:30-15:15","n","59","98","953","22"
"601","Sr","14:30-15:15","p","59","98","954","22"
"602","Czw","14:30-15:15","n","60","102","955","16"
"603","Czw","14:30-15:15","p","60","102","956","16"
"604","Pt","14:30-15:15","n","55","11","940","6"
"605","Pt","14:30-15:15","p","55","11","941","6"
"606","Pon","15:15-16:00","n","57","100","82","16"
"607","Pon","15:15-16:00","p","57","9","269","20"
"608","Wt","15:15-16:00","p","54","13","952","22"
"609","Sr","15:15-16:00","n","59","98","953","22"
"610","Sr","15:15-16:00","p","59","98","954","22"
"611","Czw","15:15-16:00","n","60","102","955","16"
"612","Czw","15:15-16:00","p","60","102","956","16"
"613","Pt","15:15-16:00","n","55","11","940","6"
"614","Pt","15:15-16:00","p","55","11","941","6"
"615","Pon","16:15-17:00","n","56","98","336","22"
"616","Pon","16:15-17:00","p","56","98","337","22"
"617","Wt","16:15-17:00","n","59","92","957","18"
"618","Wt","16:15-17:00","p","59","92","958","18"
"619","Czw","16:15-17:00","n","60","102","955","16"
"620","Czw","16:15-17:00","p","60","102","956","16"
"621","Pt","16:15-17:00","n","59","102","959","16"
"622","Pt","16:15-17:00","n","59","102","960","16"
"623","Pt","16:15-17:00","n","61","100","102","16"
"624","Pt","16:15-17:00","p","61","100","103","16"
"625","Pon","17:00-17:45","n","56","98","336","22"
"626","Pon","17:00-17:45","p","56","98","337","22"
"627","Wt","17:00-17:45","n","59","92","957","18"
"628","Wt","17:00-17:45","p","59","92","958","18"
"629","Pt","17:00-17:45","n","59","102","959","16"
"630","Pt","17:00-17:45","n","59","102","960","16"
"631","Pt","17:00-17:45","n","61","100","102","16"
"632","Pt","17:00-17:45","p","61","100","103","16"
"633","Pt","18:00-18:45","n","59","102","959","16"
"634","Pt","18:00-18:45","n","59","102","960","16"
"635","Pt","18:00-18:45","n","61","100","102","16"
"636","Pt","18:00-18:45","p","61","100","103","16"
"637","Pon"," 7:30- 8:15","n","62","96","961","15"
"638","Pon"," 7:30- 8:15","p","63","96","938","15"
"639","Wt"," 7:30- 8:15","p","64","13","939","15"
"640","Sr"," 7:30- 8:15","n","65","11","940","6"
"641","Sr"," 7:30- 8:15","p","65","11","941","6"
"642","Pon"," 8:15- 9:00","n","62","96","961","15"
"643","Pon"," 8:15- 9:00","p","63","96","938","15"
"644","Wt"," 8:15- 9:00","p","64","13","939","15"
"645","Sr"," 8:15- 9:00","n","65","11","940","6"
"646","Sr"," 8:15- 9:00","p","65","11","941","6"
"647","Pon"," 9:15-10:00","n","66","93","962","18"
"648","Pon"," 9:15-10:00","p","66","93","963","18"
"649","Pon"," 9:15-10:00","p","63","98","942","17"
"650","Wt"," 9:15-10:00","n","67","102","82","16"
"651","Wt"," 9:15-10:00","n","67","102","83","16"
"652","Wt"," 9:15-10:00","n","62","98","964","17"
"653","Sr"," 9:15-10:00","n","65","11","943","6"
"654","Sr"," 9:15-10:00","p","65","11","944","6"
"655","Pt"," 9:15-10:00","n","64","13","945","17"
"656","Pt"," 9:15-10:00","p","64","13","946","18"
"657","Pon","10:00-10:45","n","66","93","962","18"
"658","Pon","10:00-10:45","p","66","93","963","18"
"659","Pon","10:00-10:45","p","63","98","942","17"
"660","Wt","10:00-10:45","n","67","102","82","16"
"661","Wt","10:00-10:45","n","67","102","83","16"
"662","Wt","10:00-10:45","n","62","98","964","17"
"663","Sr","10:00-10:45","n","65","11","943","6"
"664","Sr","10:00-10:45","p","65","11","944","6"
"665","Pt","10:00-10:45","n","64","13","945","17"
"666","Pt","10:00-10:45","p","64","13","946","18"
"667","Pon","11:00-11:45","p","68","8","269","20"
"668","Wt","11:00-11:45","n","67","102","82","16"
"669","Wt","11:00-11:45","p","67","102","83","16"
"670","Sr","11:00-11:45","n","65","11","947","6"
"671","Sr","11:00-11:45","p","65","11","948","6"
"672","Czw","11:00-11:45","n","69","97","130","15"
"673","Czw","11:00-11:45","p","69","93","79","17"
"674","Pt","11:00-11:45","n","65","11","943","6"
"675","Pt","11:00-11:45","p","65","11","944","6"
"676","Pon","11:45-12:30","n","64","12","949","16"
"677","Pon","11:45-12:30","p","68","8","269","20"
"678","Sr","11:45-12:30","n","65","11","947","6"
"679","Sr","11:45-12:30","p","65","11","948","6"
"680","Czw","11:45-12:30","n","69","97","130","15"
"681","Czw","11:45-12:30","p","69","93","79","17"
"682","Pt","11:45-12:30","n","65","11","943","6"
"683","Pt","11:45-12:30","p","65","11","944","6"
"684","Pon","12:45-13:30","n","64","12","949","16"
"685","Pon","12:45-13:30","p","64","8","950","20"
"686","Sr","12:45-13:30","n","68","100","82","16"
"687","Sr","12:45-13:30","p","70","99","95","21"
"688","Czw","12:45-13:30","n","64","2","951","19"
"689","Czw","12:45-13:30","p","68","4","455","19"
"690","Pt","12:45-13:30","n","65","11","947","6"
"691","Pt","12:45-13:30","p","65","11","948","6"
"692","Pon","13:30-14:15","n","64","12","949","16"
"693","Pon","13:30-14:15","p","64","8","950","20"
"694","Sr","13:30-14:15","n","68","100","82","16"
"695","Sr","13:30-14:15","p","70","99","95","21"
"696","Czw","13:30-14:15","n","64","2","951","19"
"697","Czw","13:30-14:15","p","68","4","455","19"
"698","Pt","13:30-14:15","n","65","11","947","6"
"699","Pt","13:30-14:15","p","65","11","948","6"
"700","Pon","14:30-15:15","n","67","93","226","18"
"701","Pon","14:30-15:15","p","67","93","227","18"
"702","Wt","14:30-15:15","p","64","13","952","22"
"703","Sr","14:30-15:15","n","71","98","953","22"
"704","Sr","14:30-15:15","p","71","98","954","22"
"705","Czw","14:30-15:15","n","72","102","955","16"
"706","Czw","14:30-15:15","p","72","102","956","16"
"707","Pt","14:30-15:15","n","65","11","940","6"
"708","Pt","14:30-15:15","p","65","11","941","6"
"709","Pon","15:15-16:00","n","67","93","226","18"
"710","Pon","15:15-16:00","p","67","93","227","18"
"711","Wt","15:15-16:00","p","64","13","952","22"
"712","Sr","15:15-16:00","n","71","98","953","22"
"713","Sr","15:15-16:00","p","71","98","954","22"
"714","Czw","15:15-16:00","n","72","102","955","16"
"715","Czw","15:15-16:00","p","72","102","956","16"
"716","Pt","15:15-16:00","n","65","11","940","6"
"717","Pt","15:15-16:00","p","65","11","941","6"
"718","Wt","16:15-17:00","n","71","92","957","18"
"719","Wt","16:15-17:00","p","71","92","958","18"
"720","Sr","16:15-17:00","n","66","98","965","22"
"721","Sr","16:15-17:00","p","66","98","966","22"
"722","Czw","16:15-17:00","n","66","100","967","16"
"723","Czw","16:15-17:00","n","66","100","968","16"
"724","Czw","16:15-17:00","n","72","102","955","16"
"725","Czw","16:15-17:00","p","72","102","956","16"
"726","Pt","16:15-17:00","n","71","102","959","16"
"727","Pt","16:15-17:00","p","71","102","960","16"
"728","Wt","17:00-17:45","n","73","102","102","16"
"729","Wt","17:00-17:45","n","73","102","103","16"
"730","Wt","17:00-17:45","n","71","92","957","18"
"731","Wt","17:00-17:45","p","71","92","958","18"
"732","Sr","17:00-17:45","n","66","98","965","22"
"733","Sr","17:00-17:45","p","66","98","966","22"
"734","Czw","17:00-17:45","n","66","100","967","16"
"735","Czw","17:00-17:45","n","66","100","968","16"
"736","Czw","17:00-17:45","n","74","102","969","16"
"737","Czw","17:00-17:45","p","74","102","970","16"
"738","Pt","17:00-17:45","n","71","102","959","16"
"739","Pt","17:00-17:45","p","71","102","960","16"
"740","Pon","18:00-18:45","n","67","98","336","22"
"741","Pon","18:00-18:45","p","67","98","337","22"
"742","Wt","18:00-18:45","n","73","102","102","16"
"743","Wt","18:00-18:45","p","73","102","103","16"
"744","Czw","18:00-18:45","n","66","100","967","16"
"745","Czw","18:00-18:45","n","66","100","968","16"
"746","Czw","18:00-18:45","n","74","102","969","16"
"747","Czw","18:00-18:45","p","74","102","970","16"
"748","Pt","18:00-18:45","n","71","102","959","16"
"749","Pt","18:00-18:45","p","71","102","960","16"
"750","Pon","18:45-19:30","n","67","98","336","22"
"751","Pon","18:45-19:30","p","67","98","337","22"
"752","Wt","18:45-19:30","n","73","102","102","16"
"753","Wt","18:45-19:30","p","73","102","103","16"
"754","Czw","18:45-19:30","n","74","102","969","16"
"755","Czw","18:45-19:30","p","74","102","970","16"
"756","Pon"," 7:30- 8:15","n","75","96","961","15"
"757","Wt"," 7:30- 8:15","p","76","13","939","15"
"758","Sr"," 7:30- 8:15","n","77","11","940","6"
"759","Sr"," 7:30- 8:15","p","77","11","941","6"
"760","Pon"," 8:15- 9:00","n","75","96","961","15"
"761","Wt"," 8:15- 9:00","p","76","13","939","15"
"762","Sr"," 8:15- 9:00","n","77","11","940","6"
"763","Sr"," 8:15- 9:00","p","77","11","941","6"
"764","Pon"," 9:15-10:00","n","78","93","962","18"
"765","Pon"," 9:15-10:00","n","78","93","963","18"
"766","Pon"," 9:15-10:00","n","79","98","366","17"
"767","Wt"," 9:15-10:00","n","80","99","95","21"
"768","Wt"," 9:15-10:00","n","75","98","964","17"
"769","Sr"," 9:15-10:00","n","77","11","943","6"
"770","Sr"," 9:15-10:00","p","77","11","944","6"
"771","Pt"," 9:15-10:00","n","76","13","945","17"
"772","Pt"," 9:15-10:00","p","76","13","946","18"
"773","Pon","10:00-10:45","n","78","93","962","18"
"774","Pon","10:00-10:45","n","78","93","963","18"
"775","Pon","10:00-10:45","n","79","98","366","17"
"776","Wt","10:00-10:45","n","80","99","95","21"
"777","Wt","10:00-10:45","n","75","98","964","17"
"778","Sr","10:00-10:45","n","77","11","943","6"
"779","Sr","10:00-10:45","p","77","11","944","6"
"780","Pt","10:00-10:45","n","76","13","945","17"
"781","Pt","10:00-10:45","p","76","13","946","18"
"782","Sr","11:00-11:45","n","77","11","947","6"
"783","Sr","11:00-11:45","p","77","11","948","6"
"784","Czw","11:00-11:45","n","81","4","454","19"
"785","Czw","11:00-11:45","p","79","97","131","15"
"786","Pt","11:00-11:45","n","77","11","943","6"
"787","Pt","11:00-11:45","p","77","11","944","6"
"788","Pon","11:45-12:30","n","76","12","949","16"
"789","Sr","11:45-12:30","n","77","11","947","6"
"790","Sr","11:45-12:30","p","77","11","948","6"
"791","Czw","11:45-12:30","n","81","4","454","19"
"792","Czw","11:45-12:30","p","79","97","131","15"
"793","Pt","11:45-12:30","n","77","11","943","6"
"794","Pt","11:45-12:30","p","77","11","944","6"
"795","Pon","12:45-13:30","n","76","12","949","16"
"796","Pon","12:45-13:30","p","76","8","950","20"
"797","Sr","12:45-13:30","p","81","100","83","16"
"798","Czw","12:45-13:30","n","76","2","951","19"
"799","Pt","12:45-13:30","n","77","11","947","6"
"800","Pt","12:45-13:30","p","77","11","948","6"
"801","Pon","13:30-14:15","n","76","12","949","16"
"802","Pon","13:30-14:15","p","76","8","950","20"
"803","Sr","13:30-14:15","p","81","100","83","16"
"804","Czw","13:30-14:15","n","76","2","951","19"
"805","Pt","13:30-14:15","n","77","11","947","6"
"806","Pt","13:30-14:15","p","77","11","948","6"
"807","Pon","14:30-15:15","n","81","7","268","20"
"808","Wt","14:30-15:15","p","76","13","952","22"
"809","Czw","14:30-15:15","n","82","92","346","18"
"810","Czw","14:30-15:15","p","82","92","347","18"
"811","Pt","14:30-15:15","n","77","11","940","6"
"812","Pt","14:30-15:15","p","77","11","941","6"
"813","Pon","15:15-16:00","n","81","7","268","20"
"814","Wt","15:15-16:00","p","76","13","952","22"
"815","Czw","15:15-16:00","n","82","92","346","18"
"816","Czw","15:15-16:00","p","82","92","347","18"
"817","Pt","15:15-16:00","n","77","11","940","6"
"818","Pt","15:15-16:00","p","77","11","941","6"
"819","Pon","16:15-17:00","n","83","100","78","16"
"820","Pon","16:15-17:00","p","83","100","79","16"
"821","Wt","16:15-17:00","n","82","100","78","16"
"822","Wt","16:15-17:00","p","82","100","79","16"
"823","Sr","16:15-17:00","n","78","98","965","22"
"824","Sr","16:15-17:00","p","78","98","966","22"
"825","Czw","16:15-17:00","n","78","100","967","16"
"826","Czw","16:15-17:00","p","78","100","968","16"
"827","Pon","17:00-17:45","n","83","100","78","16"
"828","Pon","17:00-17:45","p","83","100","79","16"
"829","Wt","17:00-17:45","n","82","100","78","16"
"830","Wt","17:00-17:45","p","82","100","79","16"
"831","Sr","17:00-17:45","n","78","98","965","22"
"832","Sr","17:00-17:45","p","78","98","966","22"
"833","Czw","17:00-17:45","n","78","100","967","16"
"834","Czw","17:00-17:45","n","78","100","968","16"
"835","Czw","17:00-17:45","n","84","102","969","16"
"836","Czw","17:00-17:45","p","84","102","970","16"
"837","Pon","18:00-18:45","n","83","100","78","16"
"838","Pon","18:00-18:45","p","83","100","79","16"
"839","Wt","18:00-18:45","n","82","100","78","16"
"840","Wt","18:00-18:45","p","82","100","79","16"
"841","Sr","18:00-18:45","n","82","98","336","22"
"842","Sr","18:00-18:45","p","82","98","337","22"
"843","Czw","18:00-18:45","n","78","100","967","16"
"844","Czw","18:00-18:45","n","78","100","968","16"
"845","Czw","18:00-18:45","n","84","102","969","16"
"846","Czw","18:00-18:45","p","84","102","970","16"
"847","Sr","18:45-19:30","n","82","98","336","22"
"848","Sr","18:45-19:30","p","82","98","337","22"
"849","Czw","18:45-19:30","n","84","102","969","16"
"850","Czw","18:45-19:30","p","84","102","970","16"
"851","Pon"," 7:30- 8:15","n","85","72","204","10"
"852","Pon"," 7:30- 8:15","p","86","1","971","8"
"853","Sr"," 7:30- 8:15","n","87","12","156","7"
"854","Sr"," 7:30- 8:15","p","87","12","157","7"
"855","Pon"," 8:15- 9:00","n","85","72","204","10"
"856","Pon"," 8:15- 9:00","p","86","1","971","8"
"857","Sr"," 8:15- 9:00","n","87","12","156","7"
"858","Sr"," 8:15- 9:00","p","87","12","157","7"
"859","Pon"," 9:15-10:00","n","85","28","254","23"
"860","Pon"," 9:15-10:00","p","88","28","255","23"
"861","Pon"," 9:15-10:00","n","88","26","408","4"
"862","Pon"," 9:15-10:00","p","85","26","409","4"
"863","Sr"," 9:15-10:00","n","87","12","156","7"
"864","Sr"," 9:15-10:00","p","87","12","157","7"
"865","Pt"," 9:15-10:00","n","89","3","972","6"
"866","Pt"," 9:15-10:00","p","89","3","973","6"
"867","Pon","10:00-10:45","n","85","28","254","23"
"868","Pon","10:00-10:45","p","88","28","255","23"
"869","Pon","10:00-10:45","n","88","26","408","4"
"870","Pon","10:00-10:45","p","85","26","409","4"
"871","Pt","10:00-10:45","n","89","3","972","6"
"872","Pt","10:00-10:45","p","89","3","973","6"
"873","Sr","11:00-11:45","n","89","7","444","6"
"874","Sr","11:00-11:45","p","89","7","445","6"
"875","Czw","11:00-11:45","n","86","12","974","24"
"876","Czw","11:00-11:45","p","86","1","975","4"
"877","Pt","11:00-11:45","p","87","47","201","8"
"878","Pon","11:45-12:30","n","90","97","976","11"
"879","Pon","11:45-12:30","p","90","97","977","11"
"880","Sr","11:45-12:30","n","89","7","444","6"
"881","Sr","11:45-12:30","p","89","7","445","6"
"882","Czw","11:45-12:30","n","86","12","974","24"
"883","Czw","11:45-12:30","p","86","1","975","4"
"884","Pt","11:45-12:30","p","87","47","201","8"
"885","Pon","12:45-13:30","n","90","97","976","11"
"886","Pon","12:45-13:30","p","90","97","977","11"
"887","Pon","12:45-13:30","n","91","34","100","4"
"888","Pon","12:45-13:30","p","91","34","101","4"
"889","Wt","12:45-13:30","n","88","85","424","10"
"890","Wt","12:45-13:30","p","85","85","425","10"
"891","Pt","12:45-13:30","p","86","12","936","7"
"892","Pon","13:30-14:15","n","90","97","976","11"
"893","Pon","13:30-14:15","p","90","97","977","11"
"894","Pon","13:30-14:15","n","91","34","100","4"
"895","Pon","13:30-14:15","p","91","34","101","4"
"896","Wt","13:30-14:15","n","88","85","424","10"
"897","Wt","13:30-14:15","p","85","85","425","10"
"898","Czw","13:30-14:15","n","85","158","881","5"
"899","Czw","13:30-14:15","p","88","158","978","5"
"900","Pt","13:30-14:15","p","86","12","936","7"
"901","Pon","14:30-15:15","n","88","72","204","10"
"902","Wt","14:30-15:15","n","91","97","94","11"
"903","Wt","14:30-15:15","p","91","97","95","11"
"904","Sr","14:30-15:15","n","86","13","910","11"
"905","Sr","14:30-15:15","p","86","13","911","11"
"906","Czw","14:30-15:15","n","85","158","881","5"
"907","Czw","14:30-15:15","p","88","158","978","5"
"908","Pt","14:30-15:15","n","85","57","370","3"
"909","Pt","14:30-15:15","p","88","57","371","3"
